,title,date_list,critic_sentiment,critic_score,audience_setiment,audience_score
9101,Gett: The Trial of Viviane Amsalem,"Streaming Dec 7, 2015",positive,100%,positive,81%
9102,Glory Road,"Streaming Dec 23, 2015",negative,55%,positive,81%
9103,He Never Died,"Streaming Nov 17, 2016",positive,88%,positive,65%
9104,Heaven Knows What,"Streaming Sep 15, 2016",positive,89%,positive,66%
9105,High Spirits,"Streaming Dec 13, 2016",negative,31%,negative,58%
9106,I Love My Dad,"Streaming Aug 12, 2022",positive,74%,positive,83%
9107,Into the Forest,"Streaming Jan 10, 2017",positive,76%,negative,43%
9108,"Kill, Baby... Kill!","Streaming Aug 3, 2016",positive,100%,positive,67%
9109,Little Dixie,"Streaming Feb 3, 2023",negative,53%,negative,48%
9110,Made of Honor,"Streaming Jan 1, 2012",negative,15%,negative,55%
9111,Naked Fear,"Streaming Oct 21, 2019",,,negative,33%
9112,Open City,"Streaming Oct 6, 2015",positive,100%,positive,92%
9113,Prime,"Streaming Apr 19, 2016",negative,50%,negative,52%
9114,Restrepo,"Streaming Nov 18, 2016",positive,96%,positive,88%
9115,Return to Me,"Streaming Sep 16, 2008",positive,62%,positive,80%
9116,She Walks the Woods,"Streaming Aug 7, 2020",,,,
9117,Straight Up,"Streaming May 29, 2020",positive,93%,positive,69%
9118,Sugar,"Streaming Apr 16, 2012",positive,93%,positive,79%
9119,Suicide Squad: Hell to Pay,"Streaming Mar 9, 2018",positive,88%,positive,71%
9120,Summer 1993,"Streaming Aug 7, 2018",positive,100%,positive,83%
9121,Summer of '42,"Streaming Nov 21, 2016",positive,78%,positive,73%
9122,Summer of Sam,"Streaming Dec 1, 2015",negative,50%,positive,60%
9123,Sunshine Cleaning,"Streaming Dec 10, 2015",positive,74%,positive,63%
9124,Swades,"Streaming Jul 9, 2017",positive,88%,positive,91%
9125,Sweet Country,"Streaming Jul 10, 2018",positive,96%,positive,71%
9126,The Damned United,"Streaming Apr 1, 2012",positive,92%,positive,85%
9127,The Forger,"Streaming Jun 23, 2015",negative,9%,negative,34%
9128,The Holcroft Covenant,"Streaming Apr 24, 2017",negative,30%,negative,30%
9129,The Human Voice,"Streaming May 2, 2021",positive,97%,positive,72%
9130,The Hunters,"Streaming Apr 30, 2016",,,negative,33%
9131,The Hustler,"Streaming Nov 25, 2015",positive,94%,positive,92%
9132,The Janes,"Streaming Jun 8, 2022",positive,100%,positive,69%
9133,The Killing Gene,"Streaming Sep 28, 2021",positive,64%,negative,36%
9134,The Lookout,"Streaming Apr 21, 2016",positive,87%,positive,74%
9135,The Manifestation,"Streaming Mar 19, 2024",positive,100%,positive,96%
9136,The Mole Agent,"Streaming Sep 1, 2020",positive,95%,positive,84%
9137,The Ref,"Streaming Nov 18, 2016",positive,74%,positive,73%
9138,The Secret of Kells,"Streaming Nov 30, 2016",positive,90%,positive,85%
9139,The Trial,"Streaming Nov 8, 2016",positive,84%,positive,87%
9140,The Wraith,"Streaming Sep 3, 2013",negative,33%,positive,61%
9141,Tideland,"Streaming Aug 13, 2018",negative,31%,positive,64%
9142,Wasp Network,"Streaming Jun 22, 2020",negative,40%,negative,38%
9143,White Fang,"Streaming Jul 8, 2016",positive,67%,positive,63%
9144,You Will Die at Twenty,"Streaming Mar 25, 2021",positive,89%,positive,83%
9145,45 Years,"Streaming Jun 14, 2016",positive,97%,positive,67%
9146,Adult World,"Streaming Dec 5, 2016",negative,53%,negative,38%
9147,After the Bite,"Streaming Jul 26, 2023",positive,100%,negative,50%
9148,An Ideal Husband,"Streaming Oct 12, 2016",positive,85%,positive,69%
9149,Applecart,"Streaming Jul 27, 2018",positive,60%,negative,49%
9150,Baby Assassins 2,"Streaming Apr 2, 2024",positive,91%,positive,71%
9151,Blankman,"Streaming Apr 1, 2010",negative,12%,negative,41%
9152,Bulworth,"Streaming Mar 1, 2013",positive,76%,positive,68%
9153,Crazy on the Outside,"Streaming Feb 15, 2016",negative,8%,negative,29%
9154,Crypto,"Streaming Apr 12, 2019",negative,17%,negative,58%
9155,Dark Encounter,"Streaming Jan 7, 2020",positive,67%,negative,40%
9156,Dave Made a Maze,"Streaming Aug 18, 2017",positive,86%,positive,69%
9157,Daydream Nation,"Streaming Mar 22, 2017",positive,67%,negative,50%
9158,Dracula II: Ascension,"Streaming Oct 11, 2016",negative,0%,negative,30%
9159,Euphoria,"Streaming Jun 28, 2019",negative,19%,negative,33%
9160,Family,"Streaming Jul 16, 2019",positive,77%,positive,77%
9161,Fatal Affair,"Streaming Jul 17, 2020",negative,19%,negative,17%
9162,Friends: The Reunion,"Streaming May 27, 2021",positive,67%,positive,78%
9163,Godzilla: Planet of the Monsters,"Streaming Jan 17, 2018",positive,75%,negative,42%
9164,Hector and the Search for Happiness,"Streaming Feb 3, 2015",negative,38%,positive,61%
9165,House of Sand and Fog,"Streaming May 14, 2014",positive,75%,positive,83%
9166,I Can't Live Without You,"Streaming Aug 16, 2024",,,,
9167,Invasion,"Streaming Jul 21, 2020",,,negative,59%
9168,Life of the Party,"Streaming Jun 18, 2018",negative,38%,negative,40%
9169,Little Big Man,"Streaming Jan 4, 2019",positive,91%,positive,87%
9170,Maggie's Plan,"Streaming Aug 23, 2016",positive,86%,negative,52%
9171,Mean Dreams,"Streaming Apr 18, 2017",positive,80%,negative,56%
9172,Nashville,"Streaming Aug 10, 2016",positive,89%,positive,84%
9173,Out for Justice,"Streaming Jan 1, 2009",negative,23%,negative,53%
9174,RA. One,"Streaming Nov 30, 2016",positive,62%,negative,51%
9175,Remember the Night,"Streaming Oct 8, 2020",positive,100%,positive,84%
9176,Ruben Guthrie,"Streaming May 5, 2020",positive,60%,negative,42%
9177,Scooby-Doo and the Cyber Chase,"Streaming Sep 1, 2009",positive,60%,positive,67%
9178,See No Evil 2,"Streaming Oct 17, 2014",positive,60%,negative,36%
9179,Small Engine Repair,"Streaming Sep 30, 2021",positive,78%,positive,85%
9180,Sometimes a Great Notion,"Streaming Nov 30, 2016",positive,100%,positive,77%
9181,Sydney White,"Streaming Feb 12, 2014",negative,36%,positive,70%
9182,The 6th Man,"Streaming Mar 1, 2013",negative,23%,negative,58%
9183,The Family Fang,"Streaming Nov 30, 2016",positive,84%,negative,48%
9184,The First Time,"Streaming Mar 12, 2013",negative,50%,positive,65%
9185,The Front Runner,"Streaming Feb 12, 2019",negative,58%,negative,40%
9186,The League,"Streaming Jul 14, 2023",positive,96%,positive,80%
9187,The Other Sister,"Streaming Jan 1, 2014",negative,29%,positive,71%
9188,The Pact,"Streaming Nov 5, 2016",positive,65%,negative,41%
9189,The Prom,"Streaming Dec 11, 2020",negative,54%,positive,61%
9190,The Silenced,"Streaming Apr 4, 2017",,,negative,41%
9191,The Upside of Anger,"Streaming Dec 1, 2010",positive,74%,positive,63%
9192,Tokyo Joe,"Streaming Jan 2, 2014",,,negative,40%
9193,Too Big to Fail,"Streaming Aug 10, 2016",positive,77%,positive,75%
9194,Two Mules for Sister Sara,"Streaming Sep 7, 2015",positive,71%,positive,73%
9195,Unforgettable,"Streaming Jul 10, 2017",negative,29%,negative,33%
9196,Victory,"Streaming Jan 1, 2009",positive,70%,positive,71%
9197,Woody Woodpecker,"Streaming Feb 6, 2018",negative,13%,negative,35%
9198,Words and Pictures,"Streaming Jan 15, 2016",negative,44%,negative,50%
9199,(Un)lucky Sisters,"Streaming Aug 30, 2024",,,,
9200,8 Seconds,"Streaming May 1, 2011",negative,31%,positive,94%
9201,88,"Streaming May 22, 2017",,,negative,25%
9202,A Line in the Sand,"Streaming Mar 18, 2017",,,positive,100%
9203,A Midnight Clear,"Streaming May 22, 2017",positive,88%,positive,79%
9204,Arabesque,"Streaming Oct 8, 2020",positive,74%,negative,53%
9205,Avalon,"Streaming Apr 1, 2010",positive,86%,positive,78%
9206,Bit,"Streaming Apr 24, 2020",positive,93%,negative,43%
9207,Blame It on Rio,"Streaming Jan 25, 2017",negative,7%,negative,40%
9208,Blue Ridge,"Streaming Aug 14, 2020",,,negative,52%
9209,Book of Love,"Streaming Feb 4, 2022",negative,51%,negative,54%
9210,Brick Mansions,"Streaming Aug 26, 2014",negative,25%,negative,47%
9211,C.R.A.Z.Y.,"Streaming Jun 3, 2022",positive,100%,positive,93%
9212,Cassino in Ischia,"Streaming Oct 1, 2024",,,,
9213,Christmas With You,"Streaming Nov 17, 2022",positive,65%,positive,60%
9214,Cinderella III: A Twist in Time,"Streaming May 21, 2017",positive,75%,positive,61%
9215,Collateral Damage,"Streaming Aug 15, 2008",negative,19%,negative,27%
9216,Contraband,"Streaming Dec 1, 2015",negative,50%,negative,57%
9217,Cosmos,"Streaming Oct 23, 2019",,,positive,72%
9218,Dr. Giggles,"Streaming Apr 1, 2012",negative,23%,negative,42%
9219,Equals,"Streaming Nov 18, 2016",negative,36%,negative,43%
9220,Everybody's Everything,"Streaming Nov 26, 2019",positive,100%,positive,99%
9221,Fail Safe,"Streaming Nov 29, 2016",positive,100%,positive,78%
9222,Flawless,"Streaming Jun 4, 2009",negative,56%,negative,55%
9223,Godzilla 2000,"Streaming Apr 1, 2010",negative,57%,negative,54%
9224,Good Mourning,"Streaming May 20, 2022",negative,0%,negative,56%
9225,Great Expectations,"Streaming May 22, 2017",positive,100%,positive,88%
9226,Hala,"Streaming Jan 8, 2020",positive,86%,negative,57%
9227,"Hello, Dolly!","Streaming Mar 1, 2013",negative,43%,positive,76%
9228,Hollywoodland,"Streaming Jan 1, 2015",positive,68%,negative,48%
9229,How the West Was Won,"Streaming Jul 24, 2014",positive,88%,positive,74%
9230,I Am All Girls,"Streaming May 14, 2021",,,positive,67%
9231,Jason's Lyric,"Streaming Nov 30, 2016",negative,58%,positive,90%
9232,Joint Security Area,"Streaming Dec 15, 2014",positive,88%,positive,89%
9233,Josie and the Pussycats,"Streaming Aug 10, 2016",negative,53%,negative,52%
9234,July Rhapsody,"Streaming Oct 1, 2024",positive,92%,positive,84%
9235,Just Married,"Streaming Mar 1, 2013",negative,20%,negative,47%
9236,Justice League: Crisis on Two Earths,"Streaming Jun 15, 2016",,,positive,73%
9237,KOKOMO CITY,"Streaming Nov 14, 2023",positive,99%,positive,70%
9238,Kuch Kuch Hota Hai,"Streaming Jun 27, 2015",positive,80%,positive,92%
9239,Leaves of Grass,"Streaming Jan 25, 2017",positive,63%,negative,49%
9240,Look at Me: XXXTENTACION,"Streaming May 26, 2022",positive,92%,positive,90%
9241,Lucy in the Sky,"Streaming Oct 26, 2019",negative,21%,negative,31%
9242,Meander,"Streaming Jul 9, 2021",positive,86%,positive,78%
9243,Ned Kelly,"Streaming Apr 19, 2016",negative,55%,negative,53%
9244,On a Wing and a Prayer,"Streaming Apr 7, 2023",negative,16%,negative,58%
9245,Operation Red Sea,"Streaming Jul 24, 2018",positive,80%,positive,64%
9246,Peaceful Warrior,"Streaming Oct 26, 2016",negative,26%,positive,76%
9247,Robot & Frank,"Streaming Sep 7, 2014",positive,87%,positive,75%
9248,Shaft,"Streaming Jan 1, 2008",positive,88%,positive,68%
9249,Somewhere,"Streaming Aug 10, 2016",positive,71%,negative,48%
9250,Storm Warning,"Streaming Apr 25, 2021",,,negative,37%
9251,Suicide Room,"Streaming Mar 19, 2013",,,positive,76%
9252,The ABCs of Death,"Streaming May 22, 2014",negative,39%,negative,23%
9253,The Andromeda Strain,"Streaming May 8, 2015",positive,68%,positive,72%
9254,The Big Clock,"Streaming Aug 30, 2016",positive,100%,positive,83%
9255,The Body,"Streaming Feb 21, 2020",negative,14%,negative,27%
9256,The Boy Who Cried Werewolf,"Streaming Nov 1, 2016",,,positive,65%
9257,The Brave One,"Streaming Mar 18, 2013",negative,43%,positive,64%
9258,The Bridge Curse,"Streaming Aug 28, 2020",,,negative,34%
9259,The Case for Christ,"Streaming Jul 10, 2017",positive,63%,positive,78%
9260,The Estate,"Streaming Oct 22, 2021",negative,27%,positive,64%
9261,The Golem,"Streaming Feb 5, 2019",positive,89%,negative,43%
9262,The Hills Run Red,"Streaming Sep 29, 2009",negative,50%,negative,34%
9263,The Pit and the Pendulum,"Streaming Sep 16, 2008",positive,89%,positive,75%
9264,The Sparks Brothers,"Streaming Aug 31, 2021",positive,95%,positive,98%
9265,The Tingler,"Streaming Jan 1, 2013",positive,78%,positive,67%
9266,The War of the Worlds,"Streaming Nov 18, 2016",positive,89%,positive,71%
9267,The Wicker Tree,"Streaming Mar 27, 2017",negative,20%,negative,10%
9268,Unhuman,"Streaming Jun 3, 2022",negative,50%,positive,70%
9269,Us and Them,"Streaming Jun 22, 2018",positive,100%,positive,90%
9270,Waltz With Bashir,"Streaming Apr 16, 2012",positive,97%,positive,91%
9271,Warriors of Future,"Streaming Dec 2, 2022",positive,88%,negative,47%
9272,Who Am I,"Streaming Feb 27, 2021",,,positive,74%
9273,A Haunting in Salem,"Streaming May 16, 2017",,,negative,13%
9274,ARQ,"Streaming Apr 4, 2017",negative,43%,negative,47%
9275,Ain't Them Bodies Saints,"Streaming Dec 5, 2016",positive,77%,positive,61%
9276,Banshee,"Streaming Sep 5, 2019",,,negative,44%
9277,Blood Vessel,"Streaming Jul 16, 2020",positive,73%,negative,34%
9278,Bowling for Columbine,"Streaming Jan 17, 2017",positive,95%,positive,83%
9279,Bubble Boy,"Streaming Jan 1, 2014",negative,32%,negative,48%
9280,Cat on a Hot Tin Roof,"Streaming Jul 25, 2014",positive,97%,positive,92%
9281,Chicken for Linda!,"Streaming Jul 2, 2024",positive,97%,positive,100%
9282,Code Name Banshee,"Streaming Jul 1, 2022",negative,0%,positive,83%
9283,Day of the Dead: Bloodline,"Streaming Jan 5, 2018",negative,11%,negative,9%
9284,Dead Before Dawn,"Streaming Aug 10, 2016",,,negative,26%
9285,Don't Go in the House,"Streaming May 23, 2017",negative,33%,negative,34%
9286,Down by Law,"Streaming Mar 23, 2017",positive,88%,positive,93%
9287,Ed Gein: The Butcher of Plainfield,"Streaming May 7, 2016",,,negative,21%
9288,Entrapment,"Streaming Dec 8, 2015",negative,40%,negative,50%
9289,Far From Heaven,"Streaming Feb 12, 2014",positive,87%,positive,79%
9290,Field of Lost Shoes,"Streaming Feb 14, 2017",,,negative,51%
9291,Galaxy of Terror,"Streaming May 3, 2018",negative,27%,negative,28%
9292,Goodbye Christopher Robin,"Streaming Jan 23, 2018",positive,64%,positive,70%
9293,Haider,"Streaming Mar 17, 2017",positive,89%,positive,86%
9294,High Ground,"Streaming May 14, 2021",positive,90%,positive,77%
9295,Igby Goes Down,"Streaming Nov 30, 2016",positive,75%,positive,80%
9296,Into the Deep,"Streaming Aug 26, 2022",negative,17%,negative,27%
9297,Jacinta,"Streaming Oct 8, 2021",positive,100%,positive,93%
9298,Jack Frost,"Streaming May 23, 2017",negative,16%,negative,31%
9299,Joe Bell,"Streaming Aug 10, 2021",negative,40%,positive,72%
9300,Kill the Messenger,"Streaming Aug 1, 2016",positive,76%,positive,69%
9301,Lionheart,"Streaming May 23, 2016",negative,39%,negative,52%
9302,Love in the Villa,"Streaming Sep 1, 2022",negative,32%,negative,53%
9303,Mercy Road,"Streaming Oct 10, 2023",negative,50%,negative,45%
9304,Merry Little Batman,"Streaming Dec 8, 2023",positive,96%,positive,72%
9305,Nightlight,"Streaming May 26, 2015",negative,14%,negative,12%
9306,Non Negotiable,"Streaming Jul 26, 2024",negative,29%,negative,27%
9307,OtherLife,"Streaming Oct 15, 2017",,,negative,59%
9308,Our House,"Streaming Jul 27, 2018",positive,62%,negative,28%
9309,Pari,"Streaming May 6, 2018",negative,53%,positive,75%
9310,Patient Zero,"Streaming Apr 23, 2019",negative,11%,negative,28%
9311,Private Parts,"Streaming Jan 21, 2010",positive,73%,positive,69%
9312,Reindeer Games,"Streaming Aug 2, 2016",negative,25%,negative,27%
9313,Romeo Must Die,"Streaming Dec 2, 2008",negative,32%,positive,61%
9314,Sanam Teri Kasam,"Streaming May 22, 2017",negative,17%,positive,81%
9315,Superman: Red Son,"Streaming Nov 8, 2019",positive,89%,positive,65%
9316,The 51st State,"Streaming Nov 30, 2016",negative,26%,negative,59%
9317,The Burrowers,"Streaming Aug 16, 2016",positive,73%,negative,35%
9318,The Cowboys,"Streaming Jan 1, 2008",positive,75%,positive,88%
9319,The Exception,"Streaming May 30, 2017",positive,75%,positive,67%
9320,The Final: Attack on Wembley,"Streaming May 8, 2024",positive,100%,positive,70%
9321,The Hidden Fortress,"Streaming Jan 7, 2017",positive,96%,positive,92%
9322,The Lioness Within,"Streaming Mar 1, 2024",,,,
9323,The Long Night,"Streaming Feb 4, 2022",negative,38%,negative,21%
9324,The Prince of Tides,"Streaming Dec 13, 2013",positive,68%,positive,70%
9325,The Santa Clause 2,"Streaming Dec 5, 2016",negative,55%,negative,43%
9326,The Shamrock Spitfire,"Streaming Mar 12, 2024",,,negative,50%
9327,The Swimmer,"Streaming May 25, 2010",positive,100%,positive,82%
9328,The Trap,"Streaming Apr 1, 2019",,,negative,50%
9329,The War With Grandpa,"Streaming Oct 10, 2020",negative,29%,positive,85%
9330,Thomas and the Magic Railroad,"Streaming Apr 16, 2012",negative,21%,negative,43%
9331,"To Sir, With Love","Streaming Apr 16, 2012",positive,90%,positive,88%
9332,Tremors: A Cold Day in Hell,"Streaming May 2, 2018",negative,40%,negative,28%
9333,Turistas,"Streaming Sep 18, 2012",negative,19%,negative,28%
9334,UFO,"Streaming Sep 6, 2018",,,positive,63%
9335,What Breaks the Ice,"Streaming Oct 1, 2021",,,positive,69%
9336,400 Days,"Streaming Jul 24, 2016",negative,22%,negative,31%
9337,7 Days in Entebbe,"Streaming Jun 12, 2018",negative,24%,negative,37%
9338,7 Days in Hell,"Streaming Jun 9, 2016",positive,87%,positive,70%
9339,A Perfect Day,"Streaming Jan 19, 2017",positive,71%,negative,56%
9340,American Splendor,"Streaming Mar 21, 2016",positive,94%,positive,86%
9341,Bebe's Kids,"Streaming Nov 19, 2016",negative,36%,positive,74%
9342,Big Time Adolescence,"Streaming Mar 13, 2020",positive,86%,positive,82%
9343,Black,"Streaming May 23, 2017",positive,71%,positive,90%
9344,Body Melt,"Streaming Sep 13, 2017",,,negative,31%
9345,Brubaker,"Streaming Aug 1, 2014",positive,74%,positive,74%
9346,Chang Can Dunk,"Streaming Mar 10, 2023",positive,96%,positive,73%
9347,Chaos Theory,"Streaming Aug 1, 2009",negative,30%,negative,58%
9348,Cold Copy,"Streaming Jan 26, 2024",negative,35%,negative,43%
9349,Danger Close: The Battle of Long Tan,"Streaming Nov 5, 2019",positive,72%,positive,75%
9350,Deathdream,"Streaming Jul 2, 2014",positive,79%,positive,65%
9351,Deep Blue Sea 3,"Streaming Jul 5, 2020",positive,73%,positive,62%
9352,Encounter,"Streaming Dec 10, 2021",negative,55%,positive,69%
9353,Fletch,"Streaming Jun 15, 2012",positive,79%,positive,81%
9354,Foreign Correspondent,"Streaming Nov 19, 2016",positive,96%,positive,81%
9355,Hell Baby,"Streaming Dec 20, 2016",negative,33%,negative,27%
9356,How High 2,"Streaming Jul 23, 2019",,,negative,28%
9357,Jexi,"Streaming Oct 11, 2019",negative,23%,positive,71%
9358,Lemonade,"Streaming Apr 23, 2016",positive,100%,positive,79%
9359,Lethal Weapon 3,"Streaming Aug 15, 2008",positive,60%,positive,61%
9360,Life Partners,"Streaming Mar 3, 2015",positive,72%,negative,47%
9361,"Liza, Liza, Skies Are Grey","Streaming Jul 16, 2020",negative,33%,,
9362,Mad Dog and Glory,"Streaming Feb 9, 2016",positive,79%,negative,45%
9363,Miss Bala,"Streaming Apr 16, 2019",negative,22%,positive,63%
9364,Most Beautiful Island,"Streaming Nov 2, 2017",positive,94%,negative,47%
9365,Nixon,"Streaming Jan 1, 2014",positive,75%,positive,74%
9366,Only the Lonely,"Streaming Nov 30, 2016",positive,65%,negative,50%
9367,Pat Garrett and Billy the Kid,"Streaming Jan 1, 2008",negative,59%,positive,82%
9368,Poultrygeist: Night of the Chicken Dead,"Streaming Jun 28, 2016",positive,67%,positive,64%
9369,Prey,"Streaming Sep 10, 2021",negative,20%,negative,7%
9370,Ratatoing,"Streaming Mar 13, 2017",,,negative,50%
9371,Refuge,"Streaming Apr 19, 2024",,,positive,75%
9372,Runner Runner,"Streaming Jun 1, 2015",negative,8%,negative,33%
9373,Rurouni Kenshin,"Streaming Nov 1, 2016",,,positive,84%
9374,Stalker,"Streaming Mar 24, 2023",positive,89%,negative,42%
9375,Student Bodies,"Streaming Mar 8, 2017",negative,33%,negative,52%
9376,Superman: Man of Tomorrow,"Streaming Aug 23, 2020",positive,93%,positive,67%
9377,Taboo 2,"Streaming Aug 29, 2020",,,,
9378,The Anderson Tapes,"Streaming Jan 1, 2012",positive,75%,negative,53%
